nama_pengulas,ulasan,rating,nama_gerai,text_clean,word_count,sentiment,aspek_rasa,sentimen_rasa,aspek_harga,sentimen_harga,aspek_pelayanan,sentimen_pelayanan,aspek_kecepatan,sentimen_kecepatan,aspek_kebersihan,sentimen_kebersihan,aspek_stok,sentimen_stok,aspek_aplikasi,sentimen_aplikasi,rating_num
Lisa Aryn,"kopi paling cocok ini, cuma kekurangannya kalo weekend antrian pas lagi panjang yg bikin kopi masih bisa sambil bercanda dan ngobrol2 sm staff lain tanpa liat yg nunggu udahhhh banyak banget astaga dan cuma secup kopi aja nunggunya bisa 20 … Lainnya",4 bintang,Kopi Kenangan - Kota Kasablanka,kopi cocok kurang weekend antri pas bikin kopi canda ngobrol sm staff lihat nunggu udahhhh banget astaga cup kopi nunggunya,20,positive,1,negative,1,negative,1,negative,1,negative,0,None,0,None,0,None,4.0
Chaterine Meilani,"Selalu antri, tapi pelayanan oke, rasa kopi enak terutama kopi kenangan mantan yang emang signaturenya. Baperista (barista) nya juga ramah-ramah. Selalu bayar pakai gopay atau ovo jadi selalu dapat cashback. Bisa juga nongkrong-nongkrong karena ada tempat duduk (meski tidak terlalu banyak).",5 bintang,Kopi Kenangan - Kota Kasablanka,antri layan oke kopi enak kopi kenang signaturenya baperista barista nya ramahramah bayar pakai gopay ovo cashback nongkrongnongkrong duduk,19,positive,1,negative,0,None,1,positive,0,None,0,None,0,None,0,None,5.0
Agustina Situmorang,"Coffeeshopnya disini ramaii bngt, apalagi klu hari minggu.
Kurang cocok untuk tempat bersantai apalagi untuk membaca buku, karena berisik.
Tempatnya lumayan luas lah. Masuk dari pintu society food lurus sekitar 50M posisinya sebelah kanan. Lainnya",4 bintang,Kopi Kenangan - Kota Kasablanka,coffeeshopnya sini ramai bngt klu cocok santa baca buku berisik tempat lumayan luas masuk pintu society food lurus m posisi belah kanan,22,positive,0,None,0,None,1,negative,0,None,1,negative,0,None,0,None,4.0
Mirza Purnandi,"Tempat nongkrong setelah makan siang weekend...
Jenis pesanan
Makan di t…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,nongkrong makan siang weekend pesan makan t,7,positive,1,neutral,0,None,0,None,0,None,0,None,0,None,1,neutral,5.0
Noctis,"Klo lg sepi enak disini, klo ud rame terima nasib aja cm bs take away
Jenis pesanan…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,sepi enak sini ramai terima nasib cm take away pesan,10,positive,1,negative,0,None,0,None,0,None,0,None,0,None,1,neutral,5.0
Rama Safra'i Rachmat,"Kopinya memang meninggalkan kenangan banget. Suka sekali es kopinya. Adem. Tempatnya bagus dengan desain yang sangat menarik. Cocok buat ngumpul sama teman, sendiri juga asik sambil ngerjain tugas kuliah atau kantor. Pelayanannya juga  cepat. Rekomen banget deh kalo lagi cari tempat kumpul dan bersantai.",4 bintang,Kopi Kenangan - Kota Kasablanka,kopi memang tinggal kenang banget suka es kopi adem tempat bagus desain tarik cocok kumpul teman asik ngerjain tugas kuliah kantor layan cepat rekomen banget deh cari kumpul santa,29,positive,1,negative,0,None,1,negative,1,negative,1,negative,0,None,0,None,4.0
Habibi Hanan,"Stupid...
Kelalaian cashier jadi rugi nunggu lama. Bilangnya gak sampai 20menit. Gara2 dia ilangin struknya, pesanan saya sampai kelewat 10 nomor. Nunggu 35menit. Really not recommended",1 bintang,Kopi Kenangan - Kota Kasablanka,stupid lalai cashier rugi nunggu bilang gak menit gara ilangin struknya pesan lewat nomor nunggu menit really not recommended,19,negative,1,negative,0,None,0,None,1,negative,0,None,0,None,1,negative,1.0
Faradila Sakina,Recommended rasa kopi kenangan mantan.,5 bintang,Kopi Kenangan - Kota Kasablanka,recommended kopi kenang,3,positive,1,negative,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Imam Corvinus,"Usaha bidang jasa, semua sdh harus siap, memberikan pelayanan yg terbaik utk pelanggan. But, No, long queue, slow process, change money not available, non-cash transaction only with minimum IDR30K, insisting paying cash, bear the consequences by paying with the exact amount, ridiculous Lainnya",2 bintang,Kopi Kenangan - Kota Kasablanka,usaha bidang jasa sdh layan baik langgan but long queue slow process change money not available noncash transaction only with minimum idrk insisting paying cash bear consequences by paying with exact amount ridiculous,33,negative,1,positive,0,None,1,positive,0,None,0,None,0,None,0,None,2.0
Rica Marcyalina,"Always rame, tp gatau kenapa kalo ke kokas gak afdol klo gak ke kopken.
Jenis pesanan…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,always ramai gatau kokas gak afdol gak kopken pesan,9,positive,1,neutral,0,None,0,None,0,None,0,None,0,None,1,neutral,5.0
raymont manalu,"Tempat nyaman, kebersihan selalu dijaga di New normal",5 bintang,Kopi Kenangan - Kota Kasablanka,nyaman bersih jaga new normal,5,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
Rano Homan,"Tempat cukup nyaman. Sayang service perlu peningkatan banyak sekali.
Jenis pesanan…
Lainnya",3 bintang,Kopi Kenangan - Kota Kasablanka,nyaman sayang service tingkat pesan,5,neutral,1,neutral,0,None,0,None,0,None,1,negative,0,None,1,neutral,3.0
Nabila Yasmin,"Mampir kesini beli es kopi susu mantan di takeaway, sampe sekarang msh suka sih sama rasanya kopi kenangan. Eh gataunya lg dapet timtam juga, 1kopsus 1timtam, mayan buat temen kopinya lol",4 bintang,Kopi Kenangan - Kota Kasablanka,mampir kesini beli es kopi susu takeaway suka sih kopi kenang eh gataunya timtam kopsus timtam mayan teman kopi tertawa,20,positive,1,negative,0,None,0,None,0,None,0,None,0,None,0,None,4.0
vannesya gabriella,"Setiap minuman yg di order es nya bnyak banget,smpe tawar rasanya",2 bintang,Kopi Kenangan - Kota Kasablanka,minum order es nya bnyak bangetsmpe tawar,7,negative,1,negative,0,None,0,None,0,None,0,None,0,None,1,positive,2.0
Tona Meisya,"Kasirnya gk fokus. Minta kopi kenangan mantan less sugar, dibuatnya malah less kenangan blend. Berasa cuma minum susu dengan perasa kopi. Rugi bandar Lainnya",3 bintang,Kopi Kenangan - Kota Kasablanka,kasir gk fokus kopi kenang sugar kenang blend asa minum susu asa kopi rugi bandar,15,neutral,1,negative,0,None,0,None,0,None,0,None,0,None,0,None,3.0
dtaprdnya,"Mba dan mas pelayan disini ramah, pelayanan nya cepat, tempat nyaman, kalau soal rasa gausah ditanya lagi kopi kenangan 😍 … Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,mbak mas layan sini ramah layan nya cepat nyaman gausah tanya kopi kenang,13,positive,1,negative,0,None,1,negative,1,neutral,1,positive,0,None,0,None,5.0
Wahyu Sarumaha,"Tempat ngopi ramah di kantong diantara kopi sekitarnya yang harganya diluar nurul
Jenis pesanan…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,ngopi ramah kantong kopi harga luar nurul pesan,8,positive,1,negative,1,negative,1,negative,0,None,0,None,0,None,1,neutral,5.0
Sofa Marwah,"kopi nya sangat creamy
Makanan: 5
Layanan:…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,kopi nya creamy makan layan,5,positive,1,negative,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
Denny Arifin,"Terletak di Mall KoKas Jakarta Indonesia
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,letak mall kokas jakarta indonesia pesan makan,7,positive,1,neutral,0,None,0,None,0,None,0,None,0,None,1,neutral,5.0
Arina Rakhmawati,Kopinya enak.,5 bintang,Kopi Kenangan - Kota Kasablanka,kopi enak,2,positive,1,negative,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Sony,"Kursinya banyak, cukup canggih bisa order langsung dari meja dengan scan qr code via aplikasi kopi kenangan Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,kursi canggih order meja scan qr code via aplikasi kopi kenang,11,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,1,negative,5.0
Rio Quiserto,Unik kopinya. Kreatif produk !,4 bintang,Kopi Kenangan - Kota Kasablanka,unik kopi kreatif produk,4,positive,1,neutral,0,None,0,None,0,None,0,None,0,None,0,None,4.0
Nayah S,"Mending beli kopi kenangan mantan less sugar di tempat lain. Disini rasa kopinya tidak terasa.
Jenis …
Lainnya",3 bintang,Kopi Kenangan - Kota Kasablanka,lebih baik beli kopi kenang sugar sini kopi,8,neutral,1,negative,0,None,1,negative,0,None,0,None,0,None,0,None,3.0
HIKMAH EFENDY,"Ngopi disini nyaman... Bs kongkow bareng tmn2 & keluarga, skrg kasirnya pindah ke dlm, utk pickup ambilnya didpn kasir yg lama Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,ngopi sini nyaman kumpul bareng teman bareng tmn keluarga skrg kasir pindah dlm pickup ambil didpn kasir,17,positive,0,None,0,None,1,negative,0,None,1,positive,0,None,0,None,5.0
Andree Tjenata,"Tempat enak ada banyak Tempat duduk walau wekend selalu penuh
Tarif per orang…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,enak duduk wekend penuh tarif,5,positive,1,negative,0,None,0,None,0,None,0,None,0,None,0,None,5.0
J,Arogan banget kasir sama tim nya😡 …,1 bintang,Kopi Kenangan - Kota Kasablanka,arogan banget kasir tim nya,5,negative,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,1.0
Raffi Prayoga,"Ngopi disini terbaik, Karna dapet banget atmospherenya, tempatnya cozy, baristanya ramah', racikannya pass, pada humble semuanya, sopan dan santun Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,ngopi sini baik banget atmospherenya tempat cozy baristanya ramah racik pass humble sopan santun,14,positive,0,None,0,None,1,positive,0,None,1,neutral,0,None,0,None,5.0
Edmund Matly,"Seru sih lokasinya Banyak Tempat duduk , bisa Ngopi sambil Ngobrol, ada rotinya juga Jadi cocok lah ditemanin dng kopi",5 bintang,Kopi Kenangan - Kota Kasablanka,seru sih lokasi duduk ngopi ngobrol roti cocok tanin dng kopi,11,positive,1,negative,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Daffa Arya,"Nyaman, banyak tempat duduknya, tokonya berbarengan dengan toko roti bisa jajan makanan sembari minum kopi",5 bintang,Kopi Kenangan - Kota Kasablanka,nyaman duduk toko bareng toko roti jajan makan sembari minum kopi,11,positive,1,neutral,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
Okta Sihombing,"bersih, nyaman, aman
Tarif per orang
Rp 25–50 rb…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,bersih nyaman aman tarif rp rb,6,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
146_Arif_Praditya,"Cocok buat nongkrong di malam hari hihihi
Makanan: 5…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,cocok nongkrong malam hihihi makan,5,positive,0,None,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Tri Ahmad Kurniawan,"tempatnya instagramable banget
Makanan: 5…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,tempat instagramable banget makan,4,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
ida mr,"Tempatnya asyik, minum kopi bareng sama pacar... Yang sekarang udah jadi mantan, dan slalu jadi kenangan yang tak terlupakan",5 bintang,Kopi Kenangan - Kota Kasablanka,tempat asyik minum kopi bareng pacar slalu kenang lupa,9,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
Moh Rikza,Nice coffee. Tp antriannya panjang hehe,5 bintang,Kopi Kenangan - Kota Kasablanka,nice coffee antri he,4,positive,0,None,0,None,0,None,1,positive,0,None,0,None,0,None,5.0
P. Nugroho,"Pelayanan ramah & cepat, meskipun antrean kalau jam siang lumayan panjang. Dan bisa duduk juga di The Common sambil nunggu pesanan.",5 bintang,Kopi Kenangan - Kota Kasablanka,layan ramah cepat meski antre jam siang lumayan duduk common nunggu pesan,12,positive,1,negative,0,None,1,negative,1,negative,0,None,0,None,1,positive,5.0
Dazzle,"enak kopinyaaa, tapi kalo kenangan mantan tuh beda cabang, beda barrista, beda rasanya. Kadang 1 cabang, tapi barrista A sama barrista B bikinnya beda, jadi rasanya juga beda.",4 bintang,Kopi Kenangan - Kota Kasablanka,enak kopinyaaa kenang tuh beda cabang beda barrista beda kadang cabang barrista a barrista b bikin beda beda,18,positive,1,negative,0,None,0,None,0,None,0,None,0,None,0,None,4.0
arie 999,"Rasanya ga enak, ga karuan
Ga berasa kopinya
Makanan: 3",3 bintang,Kopi Kenangan - Kota Kasablanka,ga enak ga karuan ga asa kopi makan,8,neutral,1,negative,0,None,0,None,0,None,0,None,0,None,0,None,3.0
andita “andita1314” 1314,"Kopi kenangan di mall ini sangat ramai dan menunggu cukup lama, namun untuk pelayanan dan rasa kopinya tetap.",4 bintang,Kopi Kenangan - Kota Kasablanka,kopi kenang mall ramai tunggu layan kopi,7,positive,1,negative,0,None,1,positive,1,negative,0,None,0,None,0,None,4.0
jopu tomo,"Sudah antri 10mnt dikasih tau antriannya beda harus di dalam. Kacau
Makanan: 1…
Lainnya",1 bintang,Kopi Kenangan - Kota Kasablanka,antri kasih antri beda dalam kacau makan,7,negative,0,None,0,None,0,None,1,negative,0,None,0,None,0,None,1.0
Nurul Febriyani,"Mallnya besar, protokol kesehatannya sangat baik, untuk dimasa pandemi ini dia menerapkan one way setiap didlam mallnya,",5 bintang,Kopi Kenangan - Kota Kasablanka,mallnya protokol sehat masa pandemi terap one way didlam mallnya,10,positive,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,5.0
Amalia S,"Selalu enak!
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,enak pesan bawa pulang,4,positive,1,negative,0,None,0,None,0,None,0,None,0,None,1,neutral,5.0
Rangga Prasdita,Coba itu karyawan dengan tag nam JAY kenangan mantan kota casablanca di didik etika terhadap customer makasih,1 bintang,Kopi Kenangan - Kota Kasablanka,coba karyawan tag nam jay kenang kota casablanca didik etika customer terima kasih,13,negative,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,1.0
Indra Hermawan,"Pelayanan sangat lama, hanya beli 2 cup harus menunggu 55menit
Jenis pesanan…
Lainnya",1 bintang,Kopi Kenangan - Kota Kasablanka,layan beli cup tunggu menit pesan,6,negative,1,negative,0,None,1,negative,1,negative,0,None,0,None,1,neutral,1.0
Isti AL,"Kopinya enakkkk, tempatnya juga cozy
Jenis pesanan
Makan di tempat…
Lainnya",4 bintang,Kopi Kenangan - Kota Kasablanka,kopi enakkkk tempat cozy pesan makan,6,positive,1,neutral,0,None,0,None,0,None,1,negative,0,None,1,neutral,4.0
Margareta Hutagalung,"Sulit dapat tempat duduk selalu penuhh
Makanan: 5…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,sulit duduk penuhh makan,4,positive,0,None,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Iqbal Adriansyah,Always ramai dengan antrian yang bikin mundur beli disitu dan pilih pesan via gojek/grab,5 bintang,Kopi Kenangan - Kota Kasablanka,always ramai antri bikin mundur beli situ pilih pesan via gojekgrab,11,positive,1,negative,0,None,0,None,1,negative,0,None,0,None,1,negative,5.0
Erwin Siahaan,Kopi enak. Sesuai dgn antriannya,5 bintang,Kopi Kenangan - Kota Kasablanka,kopi enak antri,3,positive,1,negative,0,None,0,None,1,positive,0,None,0,None,0,None,5.0
rizka syafira,tempatnya cozy buat nongki nongki,5 bintang,Kopi Kenangan - Kota Kasablanka,tempat cozy nongki nongki,4,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
indra gunawan,"Tempat nongkrong paling enak di kokas
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,nongkrong enak kokas pesan makan,5,positive,1,negative,0,None,0,None,0,None,0,None,0,None,1,neutral,5.0
Ilham Harazky,"Enak buat nongkrong, bisa donlot aplikasinya kopi kenangan buat dapetin promo kopi murah
Jenis pesana…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,enak nongkrong donlot aplikasi kopi kenang dapetin promo kopi murah sana,11,positive,1,positive,1,positive,0,None,0,None,0,None,0,None,1,positive,5.0
Eka Hamza,Tukang buat kopinya gak ramah.. Gak liat muka orang yang mesen,1 bintang,Kopi Kenangan - Kota Kasablanka,tukang kopi gak ramah gak lihat muka mesen,8,negative,1,negative,0,None,1,negative,0,None,0,None,0,None,0,None,1.0
Nabila Bella,Attitudenya pelayan disini emg pada mines kahh????!!!,1 bintang,Kopi Kenangan - Kota Kasablanka,attitudenya layan sini emg mes kahh,6,negative,1,negative,0,None,1,negative,0,None,0,None,0,None,0,None,1.0
Azis Halim,"Tempatnya luas..asikk bgt buat senderan, ngadem dan selonjoran hehehehehe
Jenis pesanan…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,tempat luasasikk banget sender ngadem selonjor hehehehehe pesan,8,positive,1,neutral,0,None,0,None,0,None,1,positive,0,None,1,neutral,5.0
Gunawan Lugito,Lama banget. Tidak siap melayani order customer. Wasting my time.,1 bintang,Kopi Kenangan - Kota Kasablanka,banget layan order customer wasting my time,7,negative,0,None,0,None,1,negative,0,None,0,None,0,None,1,negative,1.0
Tuti Handayani,Mantap kopi brown sugarnya. Lumayan dapat promo bayar pake Ovo,5 bintang,Kopi Kenangan - Kota Kasablanka,mantap kopi brown sugar lumayan promo bayar pakai ovo,9,positive,1,positive,1,negative,0,None,0,None,0,None,0,None,0,None,5.0
ben family,"Mantap lah.
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,mantap pesan makan,3,positive,1,neutral,0,None,0,None,0,None,0,None,0,None,1,neutral,5.0
Wahyu Cahya,"Kopi yg selalu bikin kenangan, enak rasanya Suka banget sama Kopi kenangan",5 bintang,Kopi Kenangan - Kota Kasablanka,kopi bikin kenang enak suka banget kopi kenang,8,positive,1,positive,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Mulyana Syahri Ramadhan,Lumayan antriannya panjang....terbayarkan..sruput...langsung kering,5 bintang,Kopi Kenangan - Kota Kasablanka,lumayan antri panjangterbayarkansruputlangsung kering,4,positive,0,None,0,None,0,None,1,neutral,0,None,0,None,0,None,5.0
Sabar bahari,"Keren
Makanan: 5
Layanan: 5…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,keren makan layan,3,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
Yuni Astuti,"Enak dan nyaman tempatnya
Jenis pesanan
Makan di tempat",5 bintang,Kopi Kenangan - Kota Kasablanka,enak nyaman tempat pesan makan,5,positive,1,neutral,0,None,0,None,0,None,1,negative,0,None,1,neutral,5.0
Opik Hidayatulloh,"Pelayanan ramah, tempatnya nyaman
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,layan ramah tempat nyaman pesan makan,6,positive,1,neutral,0,None,1,neutral,0,None,1,positive,0,None,1,neutral,5.0
Husen Saepul Bakri,"Mantul matap betul pelayanan nya bagus
Makanan: 5…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,mantul matap layan nya bagus makan,6,positive,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,5.0
Milo Lana,"Ada promo OVO 40%, harga 18.000 jadi cuma 11.000",5 bintang,Kopi Kenangan - Kota Kasablanka,promo ovo harga,3,positive,0,None,1,positive,0,None,0,None,0,None,0,None,0,None,5.0
Rangga Anandasyahputra,"Buat kumpul bersama teman yg nyaman
Makanan: 5…
Lainnya",5 bintang,Kopi Kenangan - Kota Kasablanka,kumpul teman nyaman makan,4,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
Nurman Amien Jusuf,Murah meriah untuk kongkow. Buka cukup pagi untuk yang datang pagi²,5 bintang,Kopi Kenangan - Kota Kasablanka,murah riah kumpul bareng teman buka pagi pagi,8,positive,0,None,1,positive,0,None,0,None,0,None,0,None,0,None,5.0
